order_id,order_date,customer_id,customer_name,customer_segment,region,city,category,subcategory,product_name,sales_person,quantity,unit_price,discount,sales,profit,payment_method
ORD-10047,2025-10-08,CUST-1331,Customer 1129,Small Business,Southern,Galle,Fashion,Men,Leather Belt,Sachini Perera,2,12415.57,0.1,22348.02,5320.97,Digital Wallet
ORD-10048,2024-01-21,CUST-1417,Customer 1305,Small Business,Eastern,Batticaloa,Electronics,Mobile Phones,Redmi Note 13,Nimal Perera,6,125253.73,0.05,713946.27,155255.09,Bank Transfer
ORD-10049,2024-06-15,CUST-1085,Customer 1282,Consumer,Eastern,Ampara,Home & Living,Furniture,Study Desk,Tharushi Fernando,1,4202.7,0.1,3782.43,858.76,Bank Transfer
ORD-10050,2024-09-30,CUST-1271,Customer 1043,Small Business,Sabaragamuwa,Ratnapura,Fashion,Men,Denim Jeans,Nimal Perera,2,6932.96,0.05,13172.63,2453.98,Bank Transfer
ORD-10051,2025-01-22,CUST-1124,Customer 1399,Consumer,Sabaragamuwa,Kegalle,Home & Living,Kitchen,Blender,Dilan Jayasinghe,7,61886.09,0.0,433202.65,24157.48,Cash
ORD-10052,2025-08-23,CUST-1373,Customer 1052,Corporate,Central,Nuwara Eliya,Fashion,Women,Floral Dress,Kasun Silva,1,4512.19,0.0,4512.19,414.67,Cash
ORD-10053,2024-11-11,CUST-1132,Customer 1090,Corporate,Northern,Jaffna,Groceries,Beverages,Coffee Jar,Tharushi Fernando,6,1728.71,0.1,9335.04,2115.77,Bank Transfer
ORD-10054,2024-01-14,CUST-1445,Customer 1298,Corporate,Sabaragamuwa,Ratnapura,Home & Living,Kitchen,Blender,Tharushi Fernando,1,13104.26,0.0,13104.26,1483.73,Bank Transfer
ORD-10055,2024-08-29,CUST-1406,Customer 1118,Small Business,Sabaragamuwa,Ratnapura,Fashion,Women,Ladies Watch,Ishara Madushan,4,14904.58,0.05,56637.39,5924.47,Bank Transfer
ORD-10056,2024-12-11,CUST-1208,Customer 1049,Consumer,Western,Colombo,Fashion,Men,Running Shoes,Nimal Perera,5,4762.35,0.05,22621.18,5175.01,Digital Wallet
ORD-10057,2025-07-18,CUST-1439,Customer 1242,Corporate,Southern,Hambantota,Fashion,Women,Handbag,Ishara Madushan,2,13496.9,0.1,24294.41,5525.29,Card
ORD-10058,2024-12-05,CUST-1160,Customer 1011,Corporate,Southern,Galle,Groceries,Beverages,Coffee Jar,Dilan Jayasinghe,5,1279.51,0.0,6397.57,380.79,Cash
ORD-10059,2024-04-01,CUST-1042,Customer 1374,Small Business,North Western,Puttalam,Fashion,Kids,Kids T-Shirt,Tharushi Fernando,2,2182.04,0.0,4364.08,804.37,Bank Transfer
ORD-10060,2025-01-01,CUST-1167,Customer 1109,Small Business,North Western,Puttalam,Fashion,Women,Sandals,Kasun Silva,5,17853.1,0.0,89265.5,19300.9,Card
ORD-10061,2025-03-30,CUST-1269,Customer 1049,Small Business,Northern,Vavuniya,Groceries,Household,Dish Wash,Ishara Madushan,6,2155.64,0.05,12287.16,1608.35,Bank Transfer
ORD-10062,2025-03-03,CUST-1381,Customer 1058,Consumer,Northern,Vavuniya,Electronics,Laptops,Dell Inspiron,Dilan Jayasinghe,4,26063.41,0.15,88615.6,17889.25,Bank Transfer
ORD-10063,2025-05-23,CUST-1150,Customer 1300,Small Business,Northern,Kilinochchi,Groceries,Household,Dish Wash,Dilan Jayasinghe,3,1973.99,0.2,4737.56,781.01,Card
ORD-10064,2024-02-04,CUST-1400,Customer 1012,Consumer,North Western,Kurunegala,Fashion,Kids,Backpack,Kasun Silva,2,12792.08,0.05,24304.96,2023.48,Bank Transfer
ORD-10065,2024-07-24,CUST-1360,Customer 1248,Consumer,Central,Kandy,Home & Living,Kitchen,Rice Cooker,Dilan Jayasinghe,1,83461.38,0.0,83461.38,24497.18,Cash
ORD-10066,2024-03-21,CUST-1038,Customer 1226,Corporate,Northern,Kilinochchi,Home & Living,Appliances,Water Heater,Dilan Jayasinghe,4,58067.79,0.1,209044.05,51402.16,Card
ORD-10067,2025-07-15,CUST-1331,Customer 1323,Consumer,Central,Nuwara Eliya,Electronics,Mobile Phones,Nokia G42,Kasun Silva,5,19521.36,0.0,97606.8,25766.11,Digital Wallet
ORD-10068,2025-01-22,CUST-1244,Customer 1012,Consumer,Western,Kalutara,Home & Living,Kitchen,Air Fryer,Dilan Jayasinghe,4,80275.74,0.1,288992.65,53101.3,Bank Transfer
ORD-10069,2024-01-02,CUST-1007,Customer 1436,Consumer,Sabaragamuwa,Kegalle,Groceries,Household,Floor Cleaner,Sachini Perera,7,3452.94,0.05,22962.07,5351.58,Digital Wallet
ORD-10070,2025-01-24,CUST-1025,Customer 1281,Small Business,Northern,Kilinochchi,Home & Living,Appliances,Iron,Dilan Jayasinghe,6,36044.37,0.0,216266.25,58174.62,Card
ORD-10071,2025-07-19,CUST-1425,Customer 1390,Consumer,Southern,Matara,Electronics,Accessories,USB-C Hub,Tharushi Fernando,5,191299.01,0.1,860845.56,84674.37,Bank Transfer
ORD-10072,2024-04-15,CUST-1128,Customer 1096,Consumer,Southern,Hambantota,Electronics,Mobile Phones,Redmi Note 13,Dilan Jayasinghe,1,150591.83,0.0,150591.83,10017.89,Card
ORD-10073,2025-04-21,CUST-1060,Customer 1151,Corporate,North Western,Kurunegala,Electronics,Laptops,ASUS VivoBook,Ishara Madushan,4,76857.76,0.1,276687.92,28428.27,Digital Wallet
ORD-10074,2025-12-03,CUST-1083,Customer 1393,Small Business,Northern,Jaffna,Home & Living,Furniture,Coffee Table,Sachini Perera,3,49284.17,0.05,140459.88,31063.53,Cash
ORD-10075,2025-02-05,CUST-1040,Customer 1273,Corporate,Sabaragamuwa,Kegalle,Groceries,Beverages,Fruit Juice,Dilan Jayasinghe,3,1094.39,0.1,2954.85,563.32,Digital Wallet
ORD-10076,2025-12-30,CUST-1062,Customer 1256,Corporate,Eastern,Ampara,Home & Living,Furniture,Study Desk,Dilan Jayasinghe,5,28112.8,0.05,133535.79,9787.12,Digital Wallet
ORD-10077,2025-07-09,CUST-1062,Customer 1219,Small Business,Western,Gampaha,Fashion,Kids,Kids Shorts,Kasun Silva,5,9291.47,0.05,44134.46,12450.23,Digital Wallet
ORD-10078,2024-06-10,CUST-1242,Customer 1213,Consumer,Central,Nuwara Eliya,Electronics,Laptops,Lenovo IdeaPad,Sachini Perera,5,15991.99,0.05,75961.97,9636.5,Digital Wallet
ORD-10079,2024-07-20,CUST-1183,Customer 1117,Corporate,Central,Matale,Home & Living,Kitchen,Electric Kettle,Tharushi Fernando,5,81685.28,0.05,388005.1,56721.97,Card
ORD-10080,2024-09-26,CUST-1042,Customer 1021,Corporate,Northern,Kilinochchi,Fashion,Women,Sandals,Tharushi Fernando,2,5290.43,0.15,8993.73,1625.3,Cash
ORD-10081,2024-09-27,CUST-1010,Customer 1242,Small Business,Northern,Jaffna,Electronics,Laptops,HP Pavilion,Nimal Perera,2,197553.62,0.1,355596.51,48360.68,Cash
ORD-10082,2025-03-31,CUST-1401,Customer 1444,Small Business,Sabaragamuwa,Ratnapura,Home & Living,Kitchen,Rice Cooker,Kasun Silva,2,67055.97,0.05,127406.35,21652.55,Card
ORD-10083,2025-04-06,CUST-1043,Customer 1385,Corporate,Central,Matale,Electronics,Accessories,Mechanical Keyboard,Sachini Perera,7,119828.87,0.1,754921.87,64754.45,Bank Transfer
ORD-10084,2025-12-27,CUST-1436,Customer 1399,Consumer,Sabaragamuwa,Kegalle,Home & Living,Appliances,Standing Fan,Tharushi Fernando,5,11640.14,0.05,55290.65,7849.33,Cash
ORD-10085,2024-09-08,CUST-1038,Customer 1111,Corporate,Eastern,Batticaloa,Fashion,Kids,Kids Shorts,Sachini Perera,3,4125.04,0.1,11137.6,2645.85,Card
ORD-10086,2025-12-02,CUST-1324,Customer 1078,Small Business,Western,Kalutara,Home & Living,Kitchen,Electric Kettle,Ishara Madushan,4,67163.76,0.1,241789.55,17427.6,Cash
ORD-10087,2024-10-22,CUST-1374,Customer 1269,Small Business,Sabaragamuwa,Ratnapura,Fashion,Kids,Kids Shorts,Tharushi Fernando,1,1904.78,0.1,1714.3,180.38,Cash
ORD-10088,2025-12-25,CUST-1153,Customer 1315,Corporate,Eastern,Ampara,Fashion,Men,Leather Belt,Nimal Perera,5,11557.2,0.0,57785.98,4648.1,Digital Wallet
ORD-10089,2025-12-20,CUST-1376,Customer 1405,Corporate,Southern,Hambantota,Groceries,Household,Dish Wash,Kasun Silva,6,1393.29,0.0,8359.74,735.38,Bank Transfer
ORD-10090,2024-12-03,CUST-1126,Customer 1392,Small Business,Eastern,Ampara,Groceries,Snacks,Mixed Nuts,Ishara Madushan,3,1477.55,0.05,4211.02,888.92,Bank Transfer
ORD-10091,2024-02-22,CUST-1285,Customer 1269,Consumer,Southern,Galle,Electronics,Laptops,ASUS VivoBook,Dilan Jayasinghe,6,163526.06,0.05,932098.55,241536.39,Digital Wallet
ORD-10092,2024-08-04,CUST-1278,Customer 1171,Corporate,Southern,Galle,Groceries,Snacks,Chocolate,Kasun Silva,2,4834.37,0.05,9185.3,913.51,Bank Transfer
ORD-10093,2024-07-06,CUST-1128,Customer 1229,Small Business,Sabaragamuwa,Kegalle,Fashion,Women,Sandals,Nimal Perera,5,6198.81,0.1,27894.66,6881.04,Card
ORD-10094,2025-01-14,CUST-1320,Customer 1362,Small Business,Western,Colombo,Groceries,Snacks,Chocolate,Dilan Jayasinghe,7,3773.13,0.15,22450.14,2994.41,Digital Wallet
ORD-10095,2025-05-07,CUST-1420,Customer 1086,Corporate,Northern,Jaffna,Electronics,Laptops,HP Pavilion,Sachini Perera,2,54439.41,0.0,108878.82,13809.42,Card
ORD-10096,2024-02-10,CUST-1243,Customer 1223,Corporate,Southern,Hambantota,Fashion,Women,Sandals,Sachini Perera,2,13728.33,0.2,21965.32,3248.01,Bank Transfer
ORD-10097,2024-06-05,CUST-1154,Customer 1293,Corporate,Southern,Hambantota,Groceries,Snacks,Potato Chips,Kasun Silva,7,2080.54,0.1,13107.37,3185.09,Cash
ORD-10098,2024-01-15,CUST-1119,Customer 1071,Consumer,North Western,Kurunegala,Fashion,Men,Denim Jeans,Kasun Silva,6,1254.07,0.05,7148.18,1794.22,Digital Wallet
ORD-10099,2024-03-05,CUST-1158,Customer 1082,Corporate,Southern,Hambantota,Fashion,Men,Denim Jeans,Kasun Silva,4,2949.51,0.1,10618.23,766.14,Bank Transfer
ORD-10100,2025-06-04,CUST-1117,Customer 1415,Corporate,Central,Matale,Electronics,Accessories,Mechanical Keyboard,Nimal Perera,3,68122.71,0.0,204368.13,24960.82,Cash
ORD-10101,2024-12-09,CUST-1251,Customer 1251,Consumer,Eastern,Trincomalee,Home & Living,Appliances,Water Heater,Nimal Perera,4,39096.32,0.05,148566.01,13470.13,Bank Transfer
ORD-10102,2024-05-08,CUST-1198,Customer 1047,Consumer,Northern,Kilinochchi,Groceries,Snacks,Chocolate,Tharushi Fernando,7,2250.93,0.1,14180.85,3518.41,Digital Wallet
ORD-10103,2025-10-09,CUST-1107,Customer 1113,Small Business,Western,Colombo,Groceries,Snacks,Biscuits,Sachini Perera,6,1213.95,0.1,6555.32,1893.9,Cash
ORD-10104,2025-04-16,CUST-1069,Customer 1349,Consumer,Central,Kandy,Fashion,Men,Denim Jeans,Ishara Madushan,6,9903.72,0.15,50508.99,6053.96,Digital Wallet
ORD-10105,2024-03-03,CUST-1419,Customer 1129,Corporate,Eastern,Ampara,Home & Living,Appliances,Water Heater,Dilan Jayasinghe,5,38684.79,0.1,174081.57,9541.19,Bank Transfer
ORD-10106,2024-05-18,CUST-1213,Customer 1414,Small Business,Sabaragamuwa,Kegalle,Fashion,Kids,Kids T-Shirt,Sachini Perera,1,4983.76,0.05,4734.57,1250.37,Cash
ORD-10107,2025-05-13,CUST-1106,Customer 1217,Consumer,Sabaragamuwa,Ratnapura,Home & Living,Furniture,Office Chair,Kasun Silva,4,5975.59,0.1,21512.11,6015.12,Card
ORD-10108,2025-08-15,CUST-1178,Customer 1417,Corporate,Eastern,Batticaloa,Home & Living,Kitchen,Air Fryer,Sachini Perera,5,15823.31,0.1,71204.89,13514.8,Digital Wallet
ORD-10109,2025-01-26,CUST-1426,Customer 1154,Small Business,Southern,Galle,Home & Living,Furniture,Bookshelf,Dilan Jayasinghe,3,76786.33,0.2,184287.2,30548.2,Cash
ORD-10110,2025-11-05,CUST-1305,Customer 1403,Corporate,North Western,Kurunegala,Fashion,Kids,School Shoes,Nimal Perera,4,9507.28,0.0,38029.13,8818.45,Card
ORD-10111,2025-02-22,CUST-1327,Customer 1086,Consumer,North Western,Kurunegala,Fashion,Men,Casual Shirt,Kasun Silva,3,7071.71,0.0,21215.12,2535.87,Bank Transfer
ORD-10112,2024-10-15,CUST-1098,Customer 1198,Corporate,Eastern,Ampara,Fashion,Women,Handbag,Sachini Perera,7,5020.48,0.05,33386.19,7752.96,Bank Transfer
ORD-10113,2025-01-13,CUST-1125,Customer 1167,Corporate,North Western,Puttalam,Fashion,Kids,Kids Shorts,Nimal Perera,2,17087.73,0.1,30757.91,5082.26,Cash
ORD-10114,2025-05-04,CUST-1032,Customer 1391,Consumer,Northern,Vavuniya,Fashion,Kids,Backpack,Nimal Perera,6,3080.52,0.2,14786.51,3471.69,Card
ORD-10115,2024-08-18,CUST-1092,Customer 1270,Consumer,North Western,Kurunegala,Fashion,Kids,Kids T-Shirt,Dilan Jayasinghe,5,13913.43,0.0,69567.13,16552.76,Digital Wallet
ORD-10116,2024-02-10,CUST-1044,Customer 1097,Consumer,Southern,Galle,Groceries,Household,Floor Cleaner,Dilan Jayasinghe,3,2900.41,0.1,7831.1,681.05,Bank Transfer
ORD-10117,2024-01-28,CUST-1268,Customer 1074,Consumer,Northern,Kilinochchi,Fashion,Kids,Kids T-Shirt,Tharushi Fernando,2,12233.91,0.05,23244.42,4929.11,Digital Wallet
ORD-10118,2024-05-14,CUST-1042,Customer 1316,Small Business,North Western,Puttalam,Fashion,Kids,Kids Shorts,Nimal Perera,4,11860.98,0.05,45071.74,11718.59,Digital Wallet
ORD-10119,2024-07-19,CUST-1220,Customer 1129,Corporate,Western,Gampaha,Fashion,Women,Handbag,Ishara Madushan,4,11506.35,0.15,39121.59,3789.55,Cash
ORD-10120,2024-02-02,CUST-1032,Customer 1137,Small Business,North Western,Puttalam,Groceries,Beverages,Coffee Jar,Tharushi Fernando,7,972.5,0.05,6467.09,1371.2,Digital Wallet
ORD-10121,2024-02-17,CUST-1412,Customer 1102,Small Business,North Western,Puttalam,Electronics,Mobile Phones,iPhone 13,Kasun Silva,4,165863.91,0.0,663455.64,150352.56,Bank Transfer
ORD-10122,2025-05-17,CUST-1382,Customer 1133,Small Business,Northern,Vavuniya,Groceries,Beverages,Tea Pack,Ishara Madushan,2,2908.84,0.05,5526.8,1119.99,Card
ORD-10123,2025-02-10,CUST-1431,Customer 1364,Small Business,North Western,Kurunegala,Fashion,Kids,Kids T-Shirt,Dilan Jayasinghe,3,14960.27,0.1,40392.72,5263.59,Cash
ORD-10124,2025-07-27,CUST-1218,Customer 1190,Corporate,Central,Kandy,Groceries,Beverages,Coffee Jar,Sachini Perera,4,4429.15,0.05,16830.79,2175.16,Bank Transfer
ORD-10125,2025-12-28,CUST-1150,Customer 1273,Corporate,Eastern,Ampara,Fashion,Women,Ladies Watch,Kasun Silva,1,7045.42,0.1,6340.87,1258.13,Digital Wallet
ORD-10126,2024-04-08,CUST-1248,Customer 1156,Consumer,Eastern,Batticaloa,Groceries,Beverages,Coffee Jar,Tharushi Fernando,5,397.8,0.1,1790.1,162.54,Digital Wallet
ORD-10127,2025-11-14,CUST-1409,Customer 1303,Small Business,Southern,Hambantota,Fashion,Men,Running Shoes,Tharushi Fernando,7,5016.62,0.0,35116.32,6800.91,Digital Wallet
ORD-10128,2025-12-26,CUST-1393,Customer 1355,Corporate,Sabaragamuwa,Ratnapura,Groceries,Household,Floor Cleaner,Tharushi Fernando,6,2189.46,0.1,11823.06,3186.12,Digital Wallet
ORD-10129,2025-06-30,CUST-1038,Customer 1142,Small Business,Northern,Kilinochchi,Home & Living,Appliances,Vacuum Cleaner,Dilan Jayasinghe,4,24343.52,0.1,87636.68,7583.68,Card
ORD-10130,2025-09-04,CUST-1270,Customer 1154,Small Business,Sabaragamuwa,Kegalle,Electronics,Laptops,ASUS VivoBook,Dilan Jayasinghe,4,91375.28,0.05,347226.08,23299.65,Digital Wallet
ORD-10131,2025-04-06,CUST-1327,Customer 1206,Small Business,North Western,Kurunegala,Groceries,Beverages,Coffee Jar,Ishara Madushan,6,4576.16,0.1,24711.25,6334.96,Bank Transfer
ORD-10132,2025-10-04,CUST-1164,Customer 1424,Consumer,Sabaragamuwa,Ratnapura,Groceries,Beverages,Mineral Water,Sachini Perera,7,3266.67,0.05,21723.38,2677.35,Card
ORD-10133,2024-01-05,CUST-1222,Customer 1041,Corporate,Northern,Vavuniya,Home & Living,Kitchen,Air Fryer,Tharushi Fernando,1,4017.13,0.1,3615.42,482.28,Digital Wallet
ORD-10134,2024-08-05,CUST-1016,Customer 1062,Corporate,North Western,Kurunegala,Fashion,Kids,Kids Shorts,Sachini Perera,4,15938.0,0.0,63751.99,17374.92,Digital Wallet
ORD-10135,2025-05-17,CUST-1357,Customer 1172,Consumer,Sabaragamuwa,Ratnapura,Electronics,Mobile Phones,iPhone 13,Sachini Perera,1,71340.39,0.1,64206.35,13794.68,Cash
ORD-10136,2025-02-01,CUST-1343,Customer 1431,Small Business,Northern,Jaffna,Electronics,Laptops,HP Pavilion,Tharushi Fernando,1,165413.68,0.0,165413.68,47850.16,Cash
ORD-10137,2025-01-27,CUST-1038,Customer 1276,Corporate,Western,Gampaha,Electronics,Laptops,Dell Inspiron,Dilan Jayasinghe,4,201420.73,0.0,805682.91,64135.33,Card
ORD-10138,2024-07-25,CUST-1194,Customer 1162,Consumer,Central,Nuwara Eliya,Groceries,Household,Dish Wash,Kasun Silva,1,745.07,0.05,707.81,114.1,Cash
ORD-10139,2024-01-15,CUST-1218,Customer 1283,Consumer,Eastern,Trincomalee,Home & Living,Furniture,Study Desk,Dilan Jayasinghe,3,44513.82,0.0,133541.45,18790.34,Bank Transfer
ORD-10140,2025-07-07,CUST-1312,Customer 1177,Small Business,Northern,Kilinochchi,Electronics,Laptops,Dell Inspiron,Ishara Madushan,3,69577.38,0.0,208732.13,42402.74,Card
ORD-10141,2025-04-05,CUST-1245,Customer 1433,Small Business,Western,Gampaha,Fashion,Kids,Backpack,Dilan Jayasinghe,5,2031.55,0.15,8634.08,1072.06,Bank Transfer
